Timestamp,Open,High,Low,Close,Volume
2018-01-17,1023.1,1090.1676815,765.1,1016.25667314,74101.30023023
2018-01-18,1016.71167117,1083.35148205,934.76984989,995.99975239,41271.72865502
2018-01-19,990.3628144,1074.0,960.21525042,1025.0,17013.48126941
2018-01-20,1025.0,1170.17,1024.9,1148.47672831,14098.44892825
2018-01-21,1148.47672829,1149.17254011,996.00101001,1045.83479999,16829.28894537
2018-01-22,1045.83479998,1084.66763785,902.0,995.11976,21949.65810487
2018-01-23,995.11976,1021.49211202,904.7480373,985.84733295,19221.42286473
2018-01-24,984.49775291,1068.74715122,952.17087322,1062.015299,14837.07717417
2018-01-25,1062.01529899,1104.77745834,1023.29226542,1050.31897298,14603.65494212
2018-01-26,1050.31897298,1077.3443645,982.46830575,1047.88279645,19276.91361805
2018-01-27,1047.88279645,1128.72306132,1030.77170252,1113.23690682,12595.56938214
2018-01-28,1113.0,1270.03453051,1110.88858901,1245.0,26525.00524423
2018-01-29,1245.00000001,1259.7,1156.00000001,1177.83973336,15749.2658232
2018-01-30,1177.83973336,1180.0,1043.25,1076.4014583,26093.6411313
2018-01-31,1076.4,1130.31046565,1027.12917404,1124.15663543,14864.10865584
2018-02-01,1123.15663546,1162.48296447,981.00000006,1039.19083415,26411.86350355
2018-02-02,1039.79083414,1040.49083415,776.99000004,928.85052977,52192.21983072
2018-02-03,928.82499999,998.21812647,847.80398615,971.99999998,15700.90795375
2018-02-04,971.98999999,971.99000001,781.0,826.0,19702.06718366
2018-02-05,826.0,858.74914896,640.0,701.04380427,47740.29762345
2018-02-06,696.51380425,807.48143447,561.99733767,787.64534133,72720.57284824
2018-02-07,790.36534133,865.00000002,720.00000001,752.0,29721.92366588
2018-02-08,752.0,847.87748847,749.00000003,815.0,15929.36475964
2018-02-09,814.99999999,882.22317636,778.66740711,878.93184041,13547.11533586
2018-02-10,878.93184041,909.0,815.78977289,852.78899999,13802.39117306
2018-02-11,852.78899999,854.89991999,777.70000001,811.86209098,14203.99623297
2018-02-12,813.40500582,876.99999999,813.31305693,868.47428047,6849.810641
2018-02-13,868.04742805,870.6779528,821.0,842.78887698,5478.27765779
2018-02-14,840.49999971,923.86665218,838.78887593,918.24180538,11359.73242074
2018-02-15,918.06718784,945.19999999,900.87840677,926.73,12284.06279834
2018-02-16,926.73,945.69999999,906.0,939.0,6622.12958582
2018-02-17,938.89999994,973.0,932.0,971.0,7790.48015895
2018-02-18,971.0,979.99999999,899.00000001,910.84910098,8834.8770034
2018-02-19,910.00000019,955.06005857,904.36888868,941.64355067,4444.68510942
2018-02-20,939.61,959.311,875.49999993,882.40000001,8165.23010612
2018-02-21,882.40000001,905.43215802,796.00000001,840.84399994,11516.82493897
2018-02-22,838.57705787,869.99999999,787.00000001,803.10430014,9061.78453991
2018-02-23,803.10430013,882.5955332,787.0,857.79910031,12989.31178957
2018-02-24,854.32299152,873.0,807.50000015,828.18222927,8719.88913726
2018-02-25,828.19222927,848.24989999,816.172,840.4818325,5809.36334611
2018-02-26,839.78000001,879.0,833.5326267,864.99999873,4912.54163889
2018-02-27,864.25700006,895.0,858.96036001,873.21293895,4277.96042205
2018-02-28,872.29113476,889.0,849.15720278,850.0,4414.34241824
2018-03-01,849.33010035,881.0,846.38834701,871.55974913,3136.22854799
2018-03-02,868.55975021,876.20334063,848.50000001,856.809,2366.07485121
2018-03-03,856.83599973,869.27213828,853.36764996,855.8407,2495.33876313
2018-03-04,855.84069995,868.0,839.60049799,865.88,1625.71749644
2018-03-05,865.88000012,870.45839999,850.0,850.0,3899.89024487
2018-03-06,850.51,852.1808,803.18008157,814.14930003,4611.27244984
2018-03-07,815.30948079,825.16600008,723.12351985,750.7562,9441.55625639
2018-03-08,751.5007,772.8521,686.41379544,699.2681,6021.18082798
2018-03-09,699.05729997,728.03500003,638.45310507,725.12140027,11089.04687816
2018-03-10,725.12140027,745.10000014,676.12276977,678.8427,4894.32408316
2018-03-11,679.1642,734.87054829,660.12,720.4,4306.3421136
2018-03-12,720.4397,740.0,677.24330005,696.1032,5592.81277918
2018-03-13,695.6691,714.22379998,678.68,687.08000011,3144.8470623
2018-03-14,689.16029969,703.4132,553.06710052,610.3967,15040.75930726
2018-03-15,611.06429998,620.85282135,568.37968961,610.0,8045.54694147
2018-03-16,609.99999978,624.51012859,583.00000067,613.41215283,4266.99381521
