Timestamp,Open,High,Low,Close,Volume
1520604000000,690.34,697.64,690.32,697.02,260.58210275
1520604900000,696.03,703.06,695.15,703.06,690.74263297
1520605800000,703.2,708.92,703.2,705.98,736.28432454
1520606700000,705.98,710.0,705.91,710.0,795.04578173
1520607600000,710.0,711.89,700.03,701.94,1008.82786557
1520608500000,702.91,702.91,693.01,693.01,470.02500976
1520609400000,693.04,698.7,692.4,698.7,140.2140869
1520610300000,698.7,699.29,696.06,697.51,169.95198837
1520611200000,697.51,704.99,695.0,704.99,428.94457155
1520612100000,704.99,704.99,680.45,682.2,1340.78582148
1520613000000,682.3,686.7,678.46,682.07,959.93309884
1520613900000,682.71,685.15,679.0,681.03,349.51457101
1520614800000,683.2,694.88,679.8,694.79,751.43604273
1520615700000,693.3,694.97,689.0,693.22,1548.73402799
1520616600000,692.94,693.11,686.9,689.13,789.44541179
1520617500000,689.13,691.54,685.84,685.92,127.63550362
1520618400000,686.06,691.95,686.0,687.0,232.00591384
1520619300000,686.98,698.11,685.8,697.13,312.94102187
1520620200000,697.13,699.38,695.16,695.16,215.67956764
1520621100000,696.49,697.2,693.81,695.93,126.65587766
1520622000000,695.93,696.26,682.41,685.01,330.48386363
1520622900000,687.31,687.31,677.8,683.13,1123.08623532
1520623800000,682.9,684.42,680.0,684.42,329.83992713
1520624700000,683.9,689.05,681.35,689.05,249.61487676
1520625600000,688.17,691.54,686.44,688.32,259.14561865
1520626500000,688.35,692.01,687.32,691.6,89.18234076
1520627400000,690.9,693.06,685.75,687.88,284.62449673
1520628300000,687.88,698.98,687.88,694.67,204.1693528
1520629200000,695.64,699.98,691.3,697.3,1273.07314947
1520630100000,698.47,700.08,696.12,699.5,637.30828502
1520631000000,699.5,703.0,696.17,703.0,318.78294504
1520631900000,703.4,706.27,697.95,698.93,213.13059808
1520632800000,697.95,699.55,695.23,698.35,79.93335522
1520633700000,698.36,699.88,696.57,699.67,84.60596099
1520634600000,699.67,708.0,699.67,708.0,453.4244924
1520635500000,708.0,710.0,707.65,710.0,157.31891969
1520636400000,710.0,714.32,708.06,714.32,214.79865942
1520637300000,713.88,719.87,712.8,715.6,466.02001723
1520638200000,715.6,724.97,715.6,724.97,355.53855975
1520639100000,724.98,730.31,724.4,724.4,740.65437177
1520640000000,724.8,734.89,724.8,733.94,558.85033268
1520640900000,733.94,737.37,726.95,729.9,680.93939013
1520641800000,729.91,736.68,729.91,734.5,620.81468519
1520642700000,733.5,735.65,733.5,734.4,310.44461315
1520643600000,734.4,737.0,734.4,735.02,208.45194739
1520644500000,735.02,737.89,733.5,737.8,121.26134628
1520645400000,737.58,751.84,737.58,746.23,2996.82749948
1520646300000,746.18,749.42,741.19,741.9,394.97293906
1520647200000,741.45,749.0,738.02,738.02,771.65887802
1520648100000,738.95,741.08,733.6,736.34,193.03293066
1520649000000,735.11,735.11,731.08,734.22,96.92899121
1520649900000,735.0,740.0,731.0,736.77,1174.3971944
1520650800000,736.77,736.77,725.0,726.43,239.59874657
1520651700000,726.42,729.25,721.7,725.07,246.47831075
1520652600000,723.43,730.92,723.23,728.23,183.82715715
1520653500000,729.54,733.5,727.03,733.5,58.63301678
1520654400000,732.03,736.99,680.26,730.32,3679.71782438
1520655300000,730.95,737.43,728.75,736.73,296.02534393
1520656200000,736.73,740.0,735.45,737.84,171.90339371
1520657100000,739.25,739.25,733.9,733.9,131.47345759
1520658000000,734.27,735.22,730.92,732.69,149.12981423
1520658900000,731.58,732.66,724.44,728.87,297.47065349
1520659800000,729.87,735.27,728.28,732.38,192.9299013
1520660700000,733.96,735.0,732.31,735.0,57.55357969
1520661600000,734.12,745.0,734.12,743.76,408.48305483
1520662500000,744.91,745.84,738.48,741.6,344.30774394
1520663400000,741.6,741.86,738.31,739.86,153.94254237
1520664300000,739.6,739.85,738.08,738.89,139.63650628
1520665200000,738.85,739.83,735.0,735.3,123.15374987
1520666100000,736.8,738.26,735.0,735.0,84.76945887
1520667000000,735.03,735.03,728.61,731.25,177.5186229
1520667900000,730.01,736.17,730.01,733.38,426.80429999
1520668800000,732.89,735.1,730.56,735.0,296.53938614
1520669700000,734.01,735.0,732.56,734.75,95.55359984
1520670600000,734.27,734.99,732.27,734.99,313.64704489
1520671500000,734.99,734.99,732.0,732.0,85.57556675
1520672400000,733.38,733.4,725.36,726.59,256.49241237
1520673300000,725.64,729.29,725.0,727.31,378.53028284
1520674200000,725.92,729.0,725.92,727.0,155.94100544
1520675100000,727.0,729.02,725.03,725.1,81.36478425
1520676000000,726.34,726.34,719.5,721.19,181.0562887
1520676900000,721.8,725.79,720.61,724.2,114.89136523
1520677800000,724.67,728.16,722.62,727.7,62.42006091
1520678700000,727.4,729.19,725.56,728.42,35.32883493
1520679600000,726.45,729.61,726.1,726.41,91.65672415
1520680500000,727.99,728.0,724.2,725.61,35.84048788
1520681400000,727.11,734.6,725.11,732.51,61.54950865
1520682300000,733.9,734.9,731.51,732.28,25.49364353
1520683200000,733.26,733.99,728.9,730.29,40.49617019
1520684100000,730.29,732.19,728.94,730.33,73.00345247
1520685000000,731.66,732.0,725.4,725.99,106.27170939
1520685900000,726.0,729.75,724.2,729.07,123.24448621
1520686800000,727.32,729.24,726.0,727.0,18.58424068
1520687700000,726.8,729.7,722.61,727.14,128.21072269
1520688600000,728.33,731.0,726.34,727.91,47.58693081
1520689500000,726.81,728.59,725.4,727.7,98.64351145
1520690400000,727.59,739.2,726.27,736.95,516.11405521
1520691300000,736.8,743.23,736.8,739.31,486.34251936
1520692200000,740.13,741.0,738.11,739.49,105.56185538
1520693100000,739.41,740.0,737.49,739.05,62.92021577
1520694000000,739.04,739.46,735.7,736.8,190.84899611
1520694900000,737.07,739.11,736.6,738.59,59.82384217
1520695800000,738.37,738.41,732.28,735.08,124.41114637
1520696700000,735.04,737.12,731.38,733.28,41.64597084
1520697600000,732.78,733.9,730.92,732.6,96.29580992
1520698500000,732.76,737.0,732.76,733.66,550.80108236
1520699400000,733.33,735.0,731.92,733.6,227.76374612
1520700300000,735.0,738.31,733.61,735.61,196.51057409
1520701200000,735.51,735.56,729.95,730.78,70.62741338
1520702100000,730.78,733.37,725.2,725.4,579.00345369
1520703000000,725.4,725.4,708.61,719.86,1316.68108336
1520703900000,719.99,720.7,715.49,715.89,146.04077108
1520704800000,715.89,715.89,703.24,708.13,792.68343864
1520705700000,708.03,710.0,701.0,706.39,963.84964526
1520706600000,706.39,713.9,705.31,711.0,378.88269683
1520707500000,711.0,713.9,709.46,710.03,386.20640757
1520708400000,711.28,711.41,701.15,702.9,444.36867243
1520709300000,702.85,706.01,701.56,704.8,225.05641103
1520710200000,704.7,711.1,704.0,711.1,339.47200017
1520711100000,711.1,715.0,711.1,713.93,282.98313325
1520712000000,713.93,714.33,707.8,708.06,384.76447859
1520712900000,707.91,708.7,705.0,705.0,142.05255241
1520713800000,704.25,704.27,650.01,696.72,3704.94048393
1520714700000,697.91,698.95,682.93,689.0,2418.12453965
1520715600000,688.8,688.99,672.17,682.5,3213.0064517
1520716500000,682.5,685.15,678.88,684.51,1133.71532117
1520717400000,684.3,685.8,680.18,680.18,360.15870452
1520718300000,680.94,680.95,678.21,679.06,594.67504582
1520719200000,680.0,680.0,675.39,676.56,708.1220576
1520720100000,676.8,681.3,675.0,681.3,337.62138384
1520721000000,681.3,688.89,680.28,688.8,660.63052159
1520721900000,687.51,688.0,686.1,687.25,101.57726458
1520722800000,687.2,687.2,681.21,683.0,708.22049175
1520723700000,683.64,686.45,680.51,680.51,591.18532499
1520724600000,681.23,681.52,677.5,680.68,552.23516526
1520725500000,680.68,684.96,679.51,680.7,208.69093681
1520726400000,680.7,680.8,671.26,671.46,1043.6383296
1520727300000,671.46,672.19,655.53,663.9,1782.48579815
1520728200000,663.9,670.0,663.79,666.3,289.76359787
1520729100000,666.14,667.45,659.46,661.2,375.67853606
1520730000000,661.19,674.9,660.0,674.29,965.93048229
1520730900000,674.29,675.26,669.0,672.75,1317.7817969
1520731800000,672.72,676.38,672.11,675.95,590.14122886
1520732700000,675.95,675.97,670.71,672.7,409.45313127
1520733600000,672.7,674.09,667.75,669.65,641.49159318
1520734500000,669.65,676.8,669.63,676.0,184.88470064
1520735400000,676.8,681.27,674.29,675.19,855.14098212
1520736300000,675.19,679.57,673.67,679.57,721.19470237
1520737200000,678.66,680.84,677.4,680.7,146.93033188
1520738100000,680.76,680.84,670.33,672.58,414.50730228
1520739000000,672.0,673.82,668.48,672.45,459.44365715
1520739900000,672.45,675.65,672.22,675.65,1001.50030553
1520740800000,674.94,675.63,673.91,674.69,437.43430796
1520741700000,674.69,680.0,674.69,679.2,1853.72106758
1520742600000,679.2,679.82,678.56,679.75,342.12835277
1520743500000,679.1,679.7,671.02,679.2,183.35855718
1520744400000,679.1,679.1,676.65,678.39,164.54785118
1520745300000,678.6,684.0,677.36,684.0,506.65599822
1520746200000,684.01,687.48,681.87,687.48,433.14282721
1520747100000,687.48,694.3,686.44,694.3,770.78451225
1520748000000,693.73,696.42,690.07,690.07,158.38015121
1520748900000,690.14,693.36,690.14,691.62,168.13897472
1520749800000,691.62,693.99,691.11,692.39,184.35096031
1520750700000,692.39,695.63,691.63,691.91,235.68313341
1520751600000,692.97,692.99,683.97,684.83,737.78649203
1520752500000,684.9,691.19,684.86,691.18,479.76498676
1520753400000,691.18,691.18,686.5,687.0,441.78882572
1520754300000,687.0,687.85,683.7,686.37,122.79113095
1520755200000,686.37,690.68,686.37,690.68,129.68755197
1520756100000,691.3,692.56,690.0,691.6,86.50602424
1520757000000,691.6,694.7,691.15,691.15,202.40647416
1520757900000,691.15,693.52,691.15,693.5,46.06046775
1520758800000,693.45,693.49,691.73,691.73,35.45884726
1520759700000,692.55,693.08,690.08,690.08,133.71874389
1520760600000,690.36,690.45,681.54,683.28,211.03176946
1520761500000,683.28,684.77,681.97,683.03,103.97588838
1520762400000,683.03,683.83,680.0,680.02,307.31978169
1520763300000,680.02,684.1,675.6,682.36,634.19144945
1520764200000,682.5,684.29,681.89,683.92,81.24304338
1520765100000,683.92,686.4,683.53,685.86,368.76609962
1520766000000,685.79,685.79,681.62,682.53,22.3296505
1520766900000,682.53,683.5,681.86,683.5,48.97579193
1520767800000,683.5,692.0,683.5,691.98,153.52220059
1520768700000,691.94,707.9,691.94,705.27,1261.66516475
1520769600000,705.62,710.55,703.79,709.21,533.54316596
1520770500000,709.88,718.99,709.88,714.88,874.27408529
1520771400000,715.0,716.9,710.38,713.11,445.39679788
1520772300000,713.11,713.12,707.95,712.12,187.29370226
1520773200000,712.12,719.69,708.89,719.69,740.56639303
1520774100000,719.68,721.39,715.0,715.25,565.59774905
1520775000000,715.25,715.84,709.81,709.85,204.68771998
1520775900000,710.25,712.0,708.38,710.39,208.36468461
1520776800000,710.39,711.41,707.19,708.92,71.99831004
1520777700000,708.93,717.2,708.93,714.0,349.00499968
1520778600000,714.0,714.0,709.38,709.95,46.29985648
1520779500000,709.95,711.13,706.0,711.0,204.83067408
1520780400000,711.0,714.0,708.8,713.38,94.98438525
1520781300000,713.38,716.8,708.71,709.63,349.66298108
1520782200000,709.97,710.0,704.82,706.27,179.06434832
1520783100000,706.07,707.87,697.2,699.53,435.92228377
1520784000000,699.75,708.35,699.75,706.9,194.99703619
1520784900000,706.9,711.0,704.12,710.93,152.74951209
1520785800000,710.3,712.2,709.22,710.6,162.86778531
1520786700000,710.6,711.33,708.0,708.0,190.63334175
1520787600000,708.0,709.19,707.08,709.19,65.48155813
1520788500000,709.19,720.7,708.99,719.0,621.0180896
1520789400000,719.0,719.77,716.91,719.01,99.10801783
1520790300000,719.0,731.99,719.0,729.77,619.26977543
1520791200000,729.04,737.5,729.01,731.29,1497.05676212
1520792100000,731.1,732.45,729.06,731.0,594.19924522
1520793000000,731.04,731.04,725.5,729.69,846.87240141
1520793900000,729.65,730.87,725.5,726.69,241.24542118
1520794800000,725.95,728.64,722.11,723.58,206.95170412
1520795700000,723.58,728.96,723.58,725.7,89.60914547
1520796600000,725.7,727.96,725.0,727.37,44.75575756
1520797500000,727.68,729.94,727.3,727.3,91.22748857
1520798400000,727.9,727.9,715.51,719.09,403.03847519
1520799300000,719.09,719.17,714.03,716.92,69.23215106
1520800200000,716.92,719.79,714.78,716.0,433.72042084
1520801100000,716.0,723.68,714.98,723.6,264.64714596
1520802000000,723.6,723.6,718.61,718.61,47.31925627
1520802900000,718.66,722.11,718.34,722.11,75.92466221
1520803800000,722.11,722.11,717.79,718.15,118.38844958
1520804700000,718.15,721.51,717.52,718.0,35.43299138
1520805600000,718.0,724.5,716.9,724.5,195.11026804
1520806500000,724.99,727.1,721.66,722.51,350.38663026
1520807400000,722.6,724.95,720.0,722.07,125.4286477
1520808300000,722.02,723.85,721.9,721.97,87.27891466
1520809200000,721.0,721.0,716.9,719.51,179.21654326
